ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
008950.OF,平安匠心优选C,平安基金,中国银行,混合型,20200221,,,20200203,,2.1278,1.5,0.25,,1.0,0.01,,沪深300指数收益率*75%+中证全债指数收益率*25%,L,混合型,契约型开放式,,,,O
008949.OF,平安匠心优选A,平安基金,中国银行,混合型,20200221,,,20200203,,51.3194,1.5,0.25,,1.0,0.01,,沪深300指数收益率*75%+中证全债指数收益率*25%,L,混合型,契约型开放式,,,,O
008488.OF,华商恒益稳健,华商基金,中国工商银行,混合型,20200220,,,20200205,,23.0836,1.2,0.2,,1.0,0.0001,,中债总全价指数收益率*60%+沪深300指数收益率*35%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,,,O
008749.OF,富国中证科技50策略ETF联接A,富国基金,中信建投,股票型,20200220,,,20200207,,9.7906,0.5,0.1,,1.0,0.001,,中证科技50策略指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200302,20200302,O
008750.OF,富国中证科技50策略ETF联接C,富国基金,中信建投,股票型,20200220,,,20200207,,2.0845,0.5,0.1,,1.0,0.001,,中证科技50策略指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200302,20200302,O
008111.OF,银华信用精选18个月,银华基金,招商银行,债券型,20200220,,,20200217,,37.5305,0.8,0.15,,1.0,0.001,,中债信用债总财富(总值)指数收益率*80%+一年定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
008886.OF,民生加银卓越配置6个月,民生加银基金,中国建设银行,混合型,20200220,,,20200217,,29.821,0.6,0.15,,1.0,0.01,,中债综合指数收益率*65%+沪深300指数收益率*30%+一年期定期存款基准利率(税后)*5%,L,混合型,契约型开放式,,,,O
007747.OF,海富通平衡养老目标三年(FOF),海富通基金,中国工商银行,混合型,20200219,,,20191219,,0.4713,0.9,0.15,,1.0,0.001,,中证全债指数收益率*50%+沪深300指数收益率*50%,L,混合型,契约型开放式,,,,O
008416.OF,鹏扬景瑞三年定开A,鹏扬基金,邮储银行,混合型,20200219,,,20191226,,2.407,1.0,0.2,,1.0,0.001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%,L,混合型,契约型开放式,,,,O
008062.OF,惠升惠新灵活配置C,惠升基金,交通银行,混合型,20200219,,,20200211,,0.0003,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30+中证港股通综合指数收益率*20%,L,灵活配置型,契约型开放式,,20200224,20200224,O
008417.OF,鹏扬景瑞三年定开C,鹏扬基金,邮储银行,混合型,20200219,,,20191226,,0.2546,1.0,0.2,,1.0,0.001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%,L,混合型,契约型开放式,,,,O
008061.OF,惠升惠新灵活配置A,惠升基金,交通银行,混合型,20200219,,,20200211,,2.0004,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30+中证港股通综合指数收益率*20%,L,灵活配置型,契约型开放式,,20200224,20200224,O
007223.OF,工银瑞信中证500ETF联接C,工银瑞信基金,中国银行,股票型,20200218,,,20200218,,,0.45,0.07,,1.0,,,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200219,20200219,O
008919.OF,永赢科技驱动A,永赢基金,交通银行,混合型,20200218,,,20200212,,78.5468,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*70%+中债综合指数(全价)收益率*30%,L,混合型,契约型开放式,,,,O
008920.OF,永赢科技驱动C,永赢基金,交通银行,混合型,20200218,,,20200212,,0.656,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*70%+中债综合指数(全价)收益率*30%,L,混合型,契约型开放式,,,,O
008728.OF,同泰恒利纯债A,同泰基金,浙商银行,债券型,20200218,,,20200113,,1.0028,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,,,O
164809.OF,工银瑞信中证500ETF联接A,工银瑞信基金,中国银行,股票型,20200218,,,20200218,,1.5389,0.45,0.07,,1.0,,,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200219,20200219,O
008729.OF,同泰恒利纯债C,同泰基金,浙商银行,债券型,20200218,,,20200113,,1.0029,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,,,O
008866.OF,博时产业新趋势A,博时基金,中国建设银行,混合型,20200217,,,20200203,,72.7802,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生综合指数收益率*10%,L,灵活配置型,契约型开放式,,,,O
008161.OF,广发汇达纯债3个月定开债,广发基金,中国民生银行,债券型,20200217,,,20200210,,9.6002,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,,,,O
008867.OF,博时产业新趋势C,博时基金,中国建设银行,混合型,20200217,,,20200203,,3.1641,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生综合指数收益率*10%,L,灵活配置型,契约型开放式,,,,O
008654.OF,诺德汇盈一年定开,诺德基金,浙商银行,债券型,20200217,,,20200117,,5.1,0.3,0.1,,1.0,,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,,,O
008962.OF,建信科技创新A,建信基金,交通银行,混合型,20200217,,,20200213,,9.5959,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中证综合债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,L,混合型,契约型开放式,,,,O
008963.OF,建信科技创新C,建信基金,交通银行,混合型,20200217,,,20200213,,0.2986,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中证综合债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,L,混合型,契约型开放式,,,,O
169107.OF,东方红恒阳五年定开,东证资管,招商银行,混合型,20200213,,,20200207,,19.7196,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+恒生指数收益率*20%+中国债券总指数收益率*10%,L,混合型,契约型开放式,,,,O
008515.OF,富兰克林国海基本面优选,国海富兰克林基金,招商银行,混合型,20200213,,,20200210,,39.1463,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率*20%,L,混合型,契约型开放式,,,,O
008186.OF,淳厚信睿核心精选A,淳厚基金,兴业证券,混合型,20200212,,,20200109,,3.0795,1.5,0.2,,1.0,0.01,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*30%+中证港股通综合指数收益率*20%,L,混合型,契约型开放式,,,,O
008656.OF,招商科技创新C,招商基金,中国工商银行,混合型,20200212,,,20200210,,0.9528,1.5,0.25,,1.0,0.001,,中证中国战略新兴产业成份指数收益率*70%+中证全债指数收益率*20%+恒生综合指数收益率*10%,L,混合型,契约型开放式,,,,O
008655.OF,招商科技创新A,招商基金,中国工商银行,混合型,20200212,,,20200210,,8.9439,1.5,0.25,,1.0,0.001,,中证中国战略新兴产业成份指数收益率*70%+中证全债指数收益率*20%+恒生综合指数收益率*10%,L,混合型,契约型开放式,,,,O
008187.OF,淳厚信睿核心精选C,淳厚基金,兴业证券,混合型,20200212,,,20200109,,1.5417,1.5,0.2,,1.0,0.01,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*30%+中证港股通综合指数收益率*20%,L,混合型,契约型开放式,,,,O
008120.OF,万家自主创新A,万家基金,中国工商银行,混合型,20200210,,,20200203,,21.5581,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,,,O
008121.OF,万家自主创新C,万家基金,中国工商银行,混合型,20200210,,,20200203,,8.2397,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,,,O
008681.OF,鹏华价值成长,鹏华基金,招商银行,混合型,20200210,,,20200203,,70.1566,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生指数收益率*10%(经汇率估值调整),L,混合型,契约型开放式,,,,O
008607.OF,广发汇择一年定开债C,广发基金,邮储银行,债券型,20200207,,,20191223,,7.609,0.6,0.16,,1.0,0.001,,中债综合财富(总值)指数收益率*80%+银行一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
008606.OF,广发汇择一年定开债A,广发基金,邮储银行,债券型,20200207,,,20191223,,36.7664,0.6,0.16,,1.0,0.001,,中债综合财富(总值)指数收益率*80%+银行一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
007477.OF,中银惠兴多利C,中银基金,交通银行,债券型,20200207,,,20191105,,0.0676,0.6,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,债券型,契约型开放式,,,,O
007476.OF,中银惠兴多利A,中银基金,交通银行,债券型,20200207,,,20191105,,3.4456,0.6,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,债券型,契约型开放式,,,,O
007459.OF,浙商惠睿纯债,浙商基金,中国工商银行,债券型,20200205,,,20191104,,2.1229,0.3,0.1,,1.0,0.001,,中债新综合指数(全价)收益率*80%+一年期定存利率(税后)*20%,L,债券型,契约型开放式,,20200309,20200309,O
166109.OF,信达澳银量化先锋A,信达澳银基金,中国建设银行,混合型,20200204,,,20191216,,11.1462,1.5,0.25,,1.0,0.001,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,偏股混合型,契约型开放式,,20200302,20200302,O
166110.OF,信达澳银量化先锋C,信达澳银基金,中国建设银行,混合型,20200204,,,20191216,,0.06,1.5,0.25,,1.0,0.001,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,偏股混合型,契约型开放式,,20200302,20200302,O
008959.OF,创金合信恒利超短债E,创金合信基金,中国工商银行,债券型,20200204,,,,,,0.3,0.1,,1.0,,,中证短融AAA指数收益率,L,债券型,契约型开放式,,20200204,20200204,O
008673.OF,宝盈祥泽C,宝盈基金,招商证券,混合型,20200204,,,20200102,,1.8773,0.6,0.2,,1.0,0.0001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20200304,20200304,O
008672.OF,宝盈祥泽A,宝盈基金,招商证券,混合型,20200204,,,20200102,,1.4635,0.6,0.2,,1.0,0.0001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20200304,20200304,O
008974.OF,长城稳健增利C,长城基金,中国建设银行,债券型,20200203,,,,,,0.3,0.1,,1.0,,,中国债券总指数,L,稳健增长型,契约型开放式,,20200203,20200203,O
008918.OF,长信先锐C,长信基金,平安银行,混合型,20200123,,,20200123,,,0.7,0.2,,1.0,,,中债综合指数收益率*70%+沪深300指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20200123,20200123,O
519937.OF,长信先锐A,长信基金,平安银行,混合型,20200123,,,20200123,,,0.7,0.2,,1.0,,,中债综合指数收益率*70%+沪深300指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20200123,20200123,O
005491.OF,兴全合宜C,兴全基金,招商银行,混合型,20200123,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,L,灵活配置型,契约型开放式,,20200213,20200213,O
008315.OF,上投摩根慧选成长C,上投摩根基金,中国银行,股票型,20200122,,,20191225,,0.8227,1.5,0.25,,1.0,0.001,,中证800指数收益率*75%+上证国债指数收益率*15%+中证港股通指数收益率*10%,L,成长型,契约型开放式,,,,O
008314.OF,上投摩根慧选成长A,上投摩根基金,中国银行,股票型,20200122,,,20191225,,36.4483,1.5,0.25,,1.0,0.001,,中证800指数收益率*75%+上证国债指数收益率*15%+中证港股通指数收益率*10%,L,成长型,契约型开放式,,,,O
008831.OF,海富通安益对冲A,海富通基金,交通银行,混合型,20200122,,,20200113,,23.5934,1.5,0.25,,1.0,0.001,,中国人民银行公布的同期三年期定期存款基准利率(税后),L,灵活配置型,契约型开放式,,,,O
008830.OF,海富通安益对冲C,海富通基金,交通银行,混合型,20200122,,,20200113,,3.9879,1.5,0.25,,1.0,0.001,,中国人民银行公布的同期三年期定期存款基准利率(税后),L,灵活配置型,契约型开放式,,,,O
008903.OF,广发科技先锋,广发基金,中国建设银行,混合型,20200122,,,20200117,,79.0973,1.5,0.25,,1.0,0.0001,,中证TMT产业主题指数收益率*35%+中国战略新兴产业成份指数收益率*35%+中证全债指数收益率*30%,L,混合型,契约型开放式,,20200224,20200224,O
008795.OF,海富通阿尔法对冲C,海富通基金,中国银行,混合型,20200122,,,,,,1.5,0.25,,1.0,,,三年期银行定期存款利率(税后),L,混合型,契约型开放式,,20200122,20200122,O
007788.OF,易方达中证国企一带一路ETF联接A,易方达基金,中国建设银行,股票型,20200121,,,20200109,,4.0341,0.15,0.05,,1.0,0.0001,,中证国企一带一路指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200220,20200220,O
008640.OF,方正富邦科技创新A,方正富邦基金,中国建设银行,混合型,20200121,,,20191220,,0.9645,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生指数收益率*10%,L,混合型,契约型开放式,,,20200220,O
008244.OF,上银鑫卓,上银基金,中信证券,混合型,20200121,,,20191223,,5.6295,1.5,0.15,,1.0,0.001,,沪深300指数收益率*70%+中债综合全价指数收益率*30%,L,混合型,契约型开放式,,,,O
007651.OF,工银养老2045三年,工银瑞信基金,邮储银行,混合型,20200121,,,20191218,,0.5066,0.9,0.2,,1.0,0.0001,,中证800指数收益率*60%+中债新综合(财富)指数收益率*40%,L,混合型,契约型开放式,,20200203,20200203,O
008135.OF,华宸未来价值先锋,华宸未来基金,中泰证券,混合型,20200121,,,20191106,,0.8446,1.5,0.25,,1.0,0.001,,沪深300指数收益率*75%+中债综合全价指数收益率*25%,L,混合型,契约型开放式,,20200217,20200217,O
008177.OF,建信高股息主题,建信基金,交通银行,股票型,20200121,,,20191223,,15.9583,1.5,0.25,,1.0,0.001,,中证高股息精选指数收益率*75%+中债总指数收益率*15%+恒生高股息率指数收益率*10%,L,股票型,契约型开放式,,20200221,20200221,O
008667.OF,国泰鑫利一年C,国泰基金,中国银行,混合型,20200121,,,20200102,,5.0162,1.0,0.2,,1.0,0.001,,中证综合债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,,,O
008666.OF,国泰鑫利一年A,国泰基金,中国银行,混合型,20200121,,,20200102,,22.1539,1.0,0.2,,1.0,0.001,,中证综合债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,,,O
008434.OF,凯石岐短债C,凯石基金,招商银行,债券型,20200121,,,20191209,,0.5039,0.3,0.1,,1.0,0.001,,中证短融AAA指数收益率,L,债券型,契约型开放式,,20200224,20200224,O
008433.OF,凯石岐短债A,凯石基金,招商银行,债券型,20200121,,,20191209,,2.4528,0.3,0.1,,1.0,0.001,,中证短融AAA指数收益率,L,债券型,契约型开放式,,20200224,20200224,O
008641.OF,方正富邦科技创新C,方正富邦基金,中国建设银行,混合型,20200121,,,20191220,,1.3476,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生指数收益率*10%,L,混合型,契约型开放式,,,20200220,O
007437.OF,中金新润3个月A,中金基金,中国工商银行,债券型,20200121,,,20191017,,2.0102,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,,,O
007438.OF,中金新润3个月C,中金基金,中国工商银行,债券型,20200121,,,20191017,,0.0003,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,,,O
008293.OF,农银汇理创新医疗,农银汇理基金,中信银行,混合型,20200121,,,20191223,,41.0986,1.5,0.25,,1.0,0.001,,中证全指医药卫生指数收益率*65%+中证全债指数收益率*35%,L,混合型,契约型开放式,,20200221,20200221,O
008404.OF,华泰紫金泰盈A,华泰证券资管,中国银行,混合型,20200121,,,20191223,,1.0953,1.0,0.2,,1.0,0.01,,沪深300指数收益率*55%+中债综合指数收益率*30%+恒生指数收益率*15%,L,偏股混合型,契约型开放式,,,,O
008405.OF,华泰紫金泰盈C,华泰证券资管,中国银行,混合型,20200121,,,20191223,,9.6762,1.0,0.2,,1.0,0.01,,沪深300指数收益率*55%+中债综合指数收益率*30%+恒生指数收益率*15%,L,偏股混合型,契约型开放式,,,,O
008163.OF,南方标普中国A股大盘红利低波50联接A,南方基金,中国农业银行,股票型,20200121,,,20200102,,9.8033,0.5,0.1,,1.0,0.0001,,标普中国A股大盘红利低波50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200226,20200226,O
